endpoint,seed,best_iteration,best_score_valid_aucpr,val_pr_auc,val_roc_auc,test_pr_auc,test_roc_auc,test_pos_rate,scale_pos_weight,params,num_boost_round,early_stopping_rounds
NR-AR-LBD,42,29,0.30664743335979655,0.30003465855115236,0.7976309642976309,0.6938431197784829,0.9264851077834457,0.08714918759231906,30.988165680473372,"{""objective"": ""binary:logistic"", ""eval_metric"": ""aucpr"", ""seed"": 42, ""max_depth"": 3, ""eta"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""lambda"": 1.0, ""alpha"": 0.0, ""min_child_weight"": 1.0, ""scale_pos_weight"": 30.988165680473372, ""tree_method"": ""hist""}",5000,50
